mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used,walen1,walen2,jet_detection,r_W,theta_W,np_median_msp,np_median_msh,b_imf_x,b_imf_y,b_imf_z,dipole,imf_clock_angle,p_dyn,Date,Probe,x_gsm,y_gsm,z_gsm,r_spc,theta_w,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean
3,2015-09-23 16:42:30,2015-09-23 16:52:30,4.07,9.79,-4.86,-6.679999828338623,9.029999732971191,12.329999923706055,5.86,bisection,True,True,True,1.558,25.322,0.731,4.248,5.5,0.6000000238418579,-7.940000057220459,9.509,175.676,2.03,2015-09-23 16:45:44.195000+00:00,3,4.091,9.782,-4.874,10.929,25.322,616,676,536,596,53.351,-1.057,-1.814,27.224,-1.296,-2.262,27.772,5.317,-20.434,13.662,5.317,-20.434,13.662,0.731,0.791,4.248,4.228,45.614,4.886,-78.623,51.574,29.343,-74.289,-26.215,-171.018,-386.31,-26.814,-163.509,-384.315,5477208.0,1194009.125,5272915.5,1185757.25,6872069.0,1256156.0,6718487.5,1309174.25,0.293,
3,2015-09-23 16:49:57,2015-09-23 16:59:57,4.0,9.8,-4.81,-10.770000457763672,-0.3199999928474426,-26.899999618530273,1.458,shear,False,False,True,2.769,45.057,1.995,7.947,7.710000038146973,-2.0299999713897705,-6.559999942779541,9.496,197.195,1.38,2015-09-23 16:53:54.102000+00:00,3,4.003,9.801,-4.815,10.92,45.057,410,443,463,523,18.117,8.872,-13.058,20.62,9.057,-17.939,21.205,3.832,-14.176,29.384,3.832,-14.176,29.384,1.995,2.022,7.947,6.898,-40.255,-270.754,-247.062,-36.687,-264.439,-236.001,-60.167,-240.653,-224.415,-62.337,-236.476,-271.909,2345224.5,708945.75,2285683.25,764912.5,2407512.5,561713.375,2458397.5,697587.875,0.18,
3,2015-09-23 16:49:57,2015-09-23 16:59:57,4.0,9.8,-4.81,-10.770000457763672,-0.3199999928474426,-26.899999618530273,3.81,rx_en,False,False,True,2.769,45.057,1.995,7.947,7.710000038146973,-2.0299999713897705,-6.559999942779541,9.496,197.195,1.38,2015-09-23 16:53:54.102000+00:00,3,4.003,9.801,-4.815,10.92,45.057,410,443,463,523,18.117,8.872,-13.058,20.62,9.057,-17.939,21.205,3.832,-14.176,29.384,3.832,-14.176,29.384,1.995,2.022,7.947,6.898,-40.255,-270.754,-247.062,-36.687,-264.439,-236.001,-60.167,-240.653,-224.415,-62.337,-236.476,-271.909,2345224.5,708945.75,2285683.25,764912.5,2407512.5,561713.375,2458397.5,697587.875,0.18,
3,2015-09-23 16:49:57,2015-09-23 16:59:57,4.0,9.8,-4.81,-10.770000457763672,-0.3199999928474426,-26.899999618530273,3.278,va_cs,False,False,True,2.769,45.057,1.995,7.947,7.710000038146973,-2.0299999713897705,-6.559999942779541,9.496,197.195,1.38,2015-09-23 16:53:54.102000+00:00,3,4.003,9.801,-4.815,10.92,45.057,410,443,463,523,18.117,8.872,-13.058,20.62,9.057,-17.939,21.205,3.832,-14.176,29.384,3.832,-14.176,29.384,1.995,2.022,7.947,6.898,-40.255,-270.754,-247.062,-36.687,-264.439,-236.001,-60.167,-240.653,-224.415,-62.337,-236.476,-271.909,2345224.5,708945.75,2285683.25,764912.5,2407512.5,561713.375,2458397.5,697587.875,0.18,
3,2015-09-23 16:49:57,2015-09-23 16:59:57,4.0,9.8,-4.81,-10.770000457763672,-0.3199999928474426,-26.899999618530273,4.299,bisection,False,False,True,2.769,45.057,1.995,7.947,7.710000038146973,-2.0299999713897705,-6.559999942779541,9.496,197.195,1.38,2015-09-23 16:53:54.102000+00:00,3,4.003,9.801,-4.815,10.92,45.057,410,443,463,523,18.117,8.872,-13.058,20.62,9.057,-17.939,21.205,3.832,-14.176,29.384,3.832,-14.176,29.384,1.995,2.022,7.947,6.898,-40.255,-270.754,-247.062,-36.687,-264.439,-236.001,-60.167,-240.653,-224.415,-62.337,-236.476,-271.909,2345224.5,708945.75,2285683.25,764912.5,2407512.5,561713.375,2458397.5,697587.875,0.18,
3,2015-09-25 09:00:44,2015-09-25 09:10:44,7.14,6.39,-4.13,10.25,25.280000686645508,35.29999923706055,4.525,shear,False,False,True,2.355,85.156,1.157,2.768,4.300000190734863,1.25,-3.5399999618530273,-4.719,160.526,2.59,2015-09-25 09:04:24.162000+00:00,3,7.135,6.379,-4.12,7.594,85.156,439,499,519,579,7.783,11.256,-20.859,45.178,11.116,-20.867,44.975,5.17,-21.551,52.147,5.17,-21.551,52.147,1.157,1.164,2.768,3.618,-36.773,-8.329,-0.078,-36.062,-15.1,-1.272,-29.221,-128.298,-86.474,-27.383,-133.269,-69.164,1940859.25,856441.875,2025434.75,886803.688,2960727.5,1132932.875,3125575.5,1137832.25,0.041,
3,2015-09-25 09:00:44,2015-09-25 09:10:44,7.14,6.39,-4.13,10.25,25.280000686645508,35.29999923706055,5.825,rx_en,False,False,True,2.355,85.156,1.157,2.768,4.300000190734863,1.25,-3.5399999618530273,-4.719,160.526,2.59,2015-09-25 09:04:24.162000+00:00,3,7.135,6.379,-4.12,7.594,85.156,439,499,519,579,7.783,11.256,-20.859,45.178,11.116,-20.867,44.975,5.17,-21.551,52.147,5.17,-21.551,52.147,1.157,1.164,2.768,3.618,-36.773,-8.329,-0.078,-36.062,-15.1,-1.272,-29.221,-128.298,-86.474,-27.383,-133.269,-69.164,1940859.25,856441.875,2025434.75,886803.688,2960727.5,1132932.875,3125575.5,1137832.25,0.041,
3,2015-09-25 09:00:44,2015-09-25 09:10:44,7.14,6.39,-4.13,10.25,25.280000686645508,35.29999923706055,4.855,va_cs,False,False,True,2.355,85.156,1.157,2.768,4.300000190734863,1.25,-3.5399999618530273,-4.719,160.526,2.59,2015-09-25 09:04:24.162000+00:00,3,7.135,6.379,-4.12,7.594,85.156,439,499,519,579,7.783,11.256,-20.859,45.178,11.116,-20.867,44.975,5.17,-21.551,52.147,5.17,-21.551,52.147,1.157,1.164,2.768,3.618,-36.773,-8.329,-0.078,-36.062,-15.1,-1.272,-29.221,-128.298,-86.474,-27.383,-133.269,-69.164,1940859.25,856441.875,2025434.75,886803.688,2960727.5,1132932.875,3125575.5,1137832.25,0.041,
3,2015-09-25 09:00:44,2015-09-25 09:10:44,7.14,6.39,-4.13,10.25,25.280000686645508,35.29999923706055,3.641,bisection,False,False,True,2.355,85.156,1.157,2.768,4.300000190734863,1.25,-3.5399999618530273,-4.719,160.526,2.59,2015-09-25 09:04:24.162000+00:00,3,7.135,6.379,-4.12,7.594,85.156,439,499,519,579,7.783,11.256,-20.859,45.178,11.116,-20.867,44.975,5.17,-21.551,52.147,5.17,-21.551,52.147,1.157,1.164,2.768,3.618,-36.773,-8.329,-0.078,-36.062,-15.1,-1.272,-29.221,-128.298,-86.474,-27.383,-133.269,-69.164,1940859.25,856441.875,2025434.75,886803.688,2960727.5,1132932.875,3125575.5,1137832.25,0.041,
3,2015-09-25 09:07:38,2015-09-25 09:17:38,7.13,6.46,-4.21,9.90999984741211,25.350000381469727,37.43000030517578,4.283,shear,False,False,True,3.549,28.776,1.476,16.473,4.420000076293945,1.1799999475479126,-3.440000057220459,-4.451,161.041,2.5,2015-09-25 09:11:34.218000+00:00,3,7.131,6.453,-4.196,7.697,28.776,708,768,628,688,14.966,12.097,-18.012,49.014,12.138,-17.734,49.006,7.255,-17.061,24.124,7.255,-17.061,24.124,1.476,1.484,16.473,16.038,-17.983,-99.79,-137.021,-21.278,-93.116,-142.062,-53.618,-144.472,-344.471,-58.132,-147.659,-358.551,1843635.0,465621.312,1911958.875,515122.562,2199491.75,494184.938,2286509.75,529352.312,0.32,
3,2015-09-25 09:07:38,2015-09-25 09:17:38,7.13,6.46,-4.21,9.90999984741211,25.350000381469727,37.43000030517578,5.874,rx_en,False,False,True,3.549,28.776,1.476,16.473,4.420000076293945,1.1799999475479126,-3.440000057220459,-4.451,161.041,2.5,2015-09-25 09:11:34.218000+00:00,3,7.131,6.453,-4.196,7.697,28.776,708,768,628,688,14.966,12.097,-18.012,49.014,12.138,-17.734,49.006,7.255,-17.061,24.124,7.255,-17.061,24.124,1.476,1.484,16.473,16.038,-17.983,-99.79,-137.021,-21.278,-93.116,-142.062,-53.618,-144.472,-344.471,-58.132,-147.659,-358.551,1843635.0,465621.312,1911958.875,515122.562,2199491.75,494184.938,2286509.75,529352.312,0.32,
3,2015-09-25 09:07:38,2015-09-25 09:17:38,7.13,6.46,-4.21,9.90999984741211,25.350000381469727,37.43000030517578,4.874,va_cs,False,False,True,3.549,28.776,1.476,16.473,4.420000076293945,1.1799999475479126,-3.440000057220459,-4.451,161.041,2.5,2015-09-25 09:11:34.218000+00:00,3,7.131,6.453,-4.196,7.697,28.776,708,768,628,688,14.966,12.097,-18.012,49.014,12.138,-17.734,49.006,7.255,-17.061,24.124,7.255,-17.061,24.124,1.476,1.484,16.473,16.038,-17.983,-99.79,-137.021,-21.278,-93.116,-142.062,-53.618,-144.472,-344.471,-58.132,-147.659,-358.551,1843635.0,465621.312,1911958.875,515122.562,2199491.75,494184.938,2286509.75,529352.312,0.32,
3,2015-09-25 09:07:38,2015-09-25 09:17:38,7.13,6.46,-4.21,9.90999984741211,25.350000381469727,37.43000030517578,3.675,bisection,False,False,True,3.549,28.776,1.476,16.473,4.420000076293945,1.1799999475479126,-3.440000057220459,-4.451,161.041,2.5,2015-09-25 09:11:34.218000+00:00,3,7.131,6.453,-4.196,7.697,28.776,708,768,628,688,14.966,12.097,-18.012,49.014,12.138,-17.734,49.006,7.255,-17.061,24.124,7.255,-17.061,24.124,1.476,1.484,16.473,16.038,-17.983,-99.79,-137.021,-21.278,-93.116,-142.062,-53.618,-144.472,-344.471,-58.132,-147.659,-358.551,1843635.0,465621.312,1911958.875,515122.562,2199491.75,494184.938,2286509.75,529352.312,0.32,
3,2015-09-25 09:09:13,2015-09-25 09:19:13,7.13,6.48,-4.22,10.15999984741211,25.899999618530273,37.09000015258789,3.776,shear,False,True,True,3.12,155.888,2.29,11.084,4.460000038146973,0.6100000143051147,-3.3499999046325684,-4.373,169.68,2.52,2015-09-25 09:15:54.172000+00:00,3,7.128,6.499,-4.244,7.762,155.888,31,67,87,147,35.427,6.1,-22.291,41.56,6.113,-22.685,41.081,0.156,3.711,35.98,0.156,3.711,35.98,2.29,2.169,11.084,9.975,-28.305,-125.286,-63.184,-22.47,-133.837,-70.74,7.12,-196.229,62.913,6.832,-198.184,64.481,929481.062,625287.5,1023534.438,780916.938,1510563.0,534078.0,1634333.75,702857.812,0.226,
3,2015-09-25 09:09:13,2015-09-25 09:19:13,7.13,6.48,-4.22,10.15999984741211,25.899999618530273,37.09000015258789,5.875,rx_en,False,True,True,3.12,155.888,2.29,11.084,4.460000038146973,0.6100000143051147,-3.3499999046325684,-4.373,169.68,2.52,2015-09-25 09:15:54.172000+00:00,3,7.128,6.499,-4.244,7.762,155.888,31,67,87,147,35.427,6.1,-22.291,41.56,6.113,-22.685,41.081,0.156,3.711,35.98,0.156,3.711,35.98,2.29,2.169,11.084,9.975,-28.305,-125.286,-63.184,-22.47,-133.837,-70.74,7.12,-196.229,62.913,6.832,-198.184,64.481,929481.062,625287.5,1023534.438,780916.938,1510563.0,534078.0,1634333.75,702857.812,0.226,
3,2015-09-25 09:09:13,2015-09-25 09:19:13,7.13,6.48,-4.22,10.15999984741211,25.899999618530273,37.09000015258789,4.245,va_cs,False,True,True,3.12,155.888,2.29,11.084,4.460000038146973,0.6100000143051147,-3.3499999046325684,-4.373,169.68,2.52,2015-09-25 09:15:54.172000+00:00,3,7.128,6.499,-4.244,7.762,155.888,31,67,87,147,35.427,6.1,-22.291,41.56,6.113,-22.685,41.081,0.156,3.711,35.98,0.156,3.711,35.98,2.29,2.169,11.084,9.975,-28.305,-125.286,-63.184,-22.47,-133.837,-70.74,7.12,-196.229,62.913,6.832,-198.184,64.481,929481.062,625287.5,1023534.438,780916.938,1510563.0,534078.0,1634333.75,702857.812,0.226,
3,2015-09-25 09:09:13,2015-09-25 09:19:13,7.13,6.48,-4.22,10.15999984741211,25.899999618530273,37.09000015258789,3.674,bisection,False,True,True,3.12,155.888,2.29,11.084,4.460000038146973,0.6100000143051147,-3.3499999046325684,-4.373,169.68,2.52,2015-09-25 09:15:54.172000+00:00,3,7.128,6.499,-4.244,7.762,155.888,31,67,87,147,35.427,6.1,-22.291,41.56,6.113,-22.685,41.081,0.156,3.711,35.98,0.156,3.711,35.98,2.29,2.169,11.084,9.975,-28.305,-125.286,-63.184,-22.47,-133.837,-70.74,7.12,-196.229,62.913,6.832,-198.184,64.481,929481.062,625287.5,1023534.438,780916.938,1510563.0,534078.0,1634333.75,702857.812,0.226,
3,2015-09-25 09:13:55,2015-09-25 09:23:55,7.13,6.53,-4.27,8.789999961853027,24.729999542236328,33.83000183105469,2.903,shear,False,True,True,0.986,42.562,1.627,3.512,4.539999961853027,0.5,-3.0399999618530273,-4.218,170.675,2.53,2015-09-25 09:19:44.125000+00:00,3,7.125,6.535,-4.281,7.812,42.562,474,534,394,454,4.439,15.613,-19.897,38.372,15.397,-19.954,38.285,17.545,-25.188,40.017,17.545,-25.188,40.017,1.627,1.647,3.512,3.962,54.377,-40.692,-52.604,57.072,-36.86,-52.309,-7.723,-116.192,-183.63,-8.349,-118.418,-178.107,1466393.0,875131.625,1511413.125,952990.438,2490012.5,1038865.875,2533791.5,1090022.875,0.055,
3,2015-09-25 09:13:55,2015-09-25 09:23:55,7.13,6.53,-4.27,8.789999961853027,24.729999542236328,33.83000183105469,5.903,rx_en,False,True,True,0.986,42.562,1.627,3.512,4.539999961853027,0.5,-3.0399999618530273,-4.218,170.675,2.53,2015-09-25 09:19:44.125000+00:00,3,7.125,6.535,-4.281,7.812,42.562,474,534,394,454,4.439,15.613,-19.897,38.372,15.397,-19.954,38.285,17.545,-25.188,40.017,17.545,-25.188,40.017,1.627,1.647,3.512,3.962,54.377,-40.692,-52.604,57.072,-36.86,-52.309,-7.723,-116.192,-183.63,-8.349,-118.418,-178.107,1466393.0,875131.625,1511413.125,952990.438,2490012.5,1038865.875,2533791.5,1090022.875,0.055,
3,2015-09-25 09:13:55,2015-09-25 09:23:55,7.13,6.53,-4.27,8.789999961853027,24.729999542236328,33.83000183105469,0.943,va_cs,False,True,True,0.986,42.562,1.627,3.512,4.539999961853027,0.5,-3.0399999618530273,-4.218,170.675,2.53,2015-09-25 09:19:44.125000+00:00,3,7.125,6.535,-4.281,7.812,42.562,474,534,394,454,4.439,15.613,-19.897,38.372,15.397,-19.954,38.285,17.545,-25.188,40.017,17.545,-25.188,40.017,1.627,1.647,3.512,3.962,54.377,-40.692,-52.604,57.072,-36.86,-52.309,-7.723,-116.192,-183.63,-8.349,-118.418,-178.107,1466393.0,875131.625,1511413.125,952990.438,2490012.5,1038865.875,2533791.5,1090022.875,0.055,
3,2015-09-25 09:13:55,2015-09-25 09:23:55,7.13,6.53,-4.27,8.789999961853027,24.729999542236328,33.83000183105469,3.695,bisection,False,True,True,0.986,42.562,1.627,3.512,4.539999961853027,0.5,-3.0399999618530273,-4.218,170.675,2.53,2015-09-25 09:19:44.125000+00:00,3,7.125,6.535,-4.281,7.812,42.562,474,534,394,454,4.439,15.613,-19.897,38.372,15.397,-19.954,38.285,17.545,-25.188,40.017,17.545,-25.188,40.017,1.627,1.647,3.512,3.962,54.377,-40.692,-52.604,57.072,-36.86,-52.309,-7.723,-116.192,-183.63,-8.349,-118.418,-178.107,1466393.0,875131.625,1511413.125,952990.438,2490012.5,1038865.875,2533791.5,1090022.875,0.055,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,shear,False,False,True,4.509,58.665,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:54.170000+00:00,3,4.441,9.235,-4.407,10.233,58.665,581,641,661,721,154.92,10.221,-15.163,40.395,10.003,-15.175,40.072,-2.569,-1.591,-25.418,-2.569,-1.591,-25.418,0.893,0.904,26.061,25.604,-27.378,-23.574,13.48,-24.638,-20.855,23.491,6.77,-155.705,-155.065,6.71,-153.863,-138.182,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,rx_en,False,False,True,4.509,58.665,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:54.170000+00:00,3,4.441,9.235,-4.407,10.233,58.665,581,641,661,721,154.92,10.221,-15.163,40.395,10.003,-15.175,40.072,-2.569,-1.591,-25.418,-2.569,-1.591,-25.418,0.893,0.904,26.061,25.604,-27.378,-23.574,13.48,-24.638,-20.855,23.491,6.77,-155.705,-155.065,6.71,-153.863,-138.182,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,1.937,va_cs,False,False,True,4.509,58.665,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:54.170000+00:00,3,4.441,9.235,-4.407,10.233,58.665,581,641,661,721,154.92,10.221,-15.163,40.395,10.003,-15.175,40.072,-2.569,-1.591,-25.418,-2.569,-1.591,-25.418,0.893,0.904,26.061,25.604,-27.378,-23.574,13.48,-24.638,-20.855,23.491,6.77,-155.705,-155.065,6.71,-153.863,-138.182,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,5.4,bisection,False,False,True,4.509,58.665,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:54.170000+00:00,3,4.441,9.235,-4.407,10.233,58.665,581,641,661,721,154.92,10.221,-15.163,40.395,10.003,-15.175,40.072,-2.569,-1.591,-25.418,-2.569,-1.591,-25.418,0.893,0.904,26.061,25.604,-27.378,-23.574,13.48,-24.638,-20.855,23.491,6.77,-155.705,-155.065,6.71,-153.863,-138.182,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,shear,False,False,True,4.509,58.647,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:23:04.221000+00:00,3,4.423,9.236,-4.396,10.228,58.647,579,639,659,719,154.921,10.22,-15.168,40.393,10.002,-15.183,40.069,-2.572,-1.586,-25.418,-2.572,-1.586,-25.418,0.893,0.904,26.061,25.604,-27.376,-23.564,13.484,-24.633,-20.851,23.493,6.627,-155.675,-155.105,6.577,-153.825,-138.216,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,rx_en,False,False,True,4.509,58.647,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:23:04.221000+00:00,3,4.423,9.236,-4.396,10.228,58.647,579,639,659,719,154.921,10.22,-15.168,40.393,10.002,-15.183,40.069,-2.572,-1.586,-25.418,-2.572,-1.586,-25.418,0.893,0.904,26.061,25.604,-27.376,-23.564,13.484,-24.633,-20.851,23.493,6.627,-155.675,-155.105,6.577,-153.825,-138.216,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,1.937,va_cs,False,False,True,4.509,58.647,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:23:04.221000+00:00,3,4.423,9.236,-4.396,10.228,58.647,579,639,659,719,154.921,10.22,-15.168,40.393,10.002,-15.183,40.069,-2.572,-1.586,-25.418,-2.572,-1.586,-25.418,0.893,0.904,26.061,25.604,-27.376,-23.564,13.484,-24.633,-20.851,23.493,6.627,-155.675,-155.105,6.577,-153.825,-138.216,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,5.4,bisection,False,False,True,4.509,58.647,0.893,26.061,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:23:04.221000+00:00,3,4.423,9.236,-4.396,10.228,58.647,579,639,659,719,154.921,10.22,-15.168,40.393,10.002,-15.183,40.069,-2.572,-1.586,-25.418,-2.572,-1.586,-25.418,0.893,0.904,26.061,25.604,-27.376,-23.564,13.484,-24.633,-20.851,23.493,6.627,-155.675,-155.105,6.577,-153.825,-138.216,5537050.5,333177.406,5521513.0,337664.875,5853976.0,340087.5,5845831.0,344916.688,1.015,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,shear,False,False,True,3.758,44.167,0.944,15.705,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:04.220000+00:00,3,4.447,9.235,-4.411,10.234,44.167,532,592,452,512,17.294,7.888,-13.954,41.336,8.341,-13.97,39.985,4.633,-17.426,23.384,4.633,-17.426,23.384,0.944,1.082,15.705,16.653,50.529,-83.357,-80.528,42.653,-83.012,-48.587,3.72,-189.227,-260.825,9.007,-186.259,-259.391,5209253.0,452352.375,4866974.0,458567.438,5598404.0,453455.656,5341527.5,499337.375,0.366,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,3.4,rx_en,False,False,True,3.758,44.167,0.944,15.705,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:04.220000+00:00,3,4.447,9.235,-4.411,10.234,44.167,532,592,452,512,17.294,7.888,-13.954,41.336,8.341,-13.97,39.985,4.633,-17.426,23.384,4.633,-17.426,23.384,0.944,1.082,15.705,16.653,50.529,-83.357,-80.528,42.653,-83.012,-48.587,3.72,-189.227,-260.825,9.007,-186.259,-259.391,5209253.0,452352.375,4866974.0,458567.438,5598404.0,453455.656,5341527.5,499337.375,0.366,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,1.937,va_cs,False,False,True,3.758,44.167,0.944,15.705,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:04.220000+00:00,3,4.447,9.235,-4.411,10.234,44.167,532,592,452,512,17.294,7.888,-13.954,41.336,8.341,-13.97,39.985,4.633,-17.426,23.384,4.633,-17.426,23.384,0.944,1.082,15.705,16.653,50.529,-83.357,-80.528,42.653,-83.012,-48.587,3.72,-189.227,-260.825,9.007,-186.259,-259.391,5209253.0,452352.375,4866974.0,458567.438,5598404.0,453455.656,5341527.5,499337.375,0.366,
3,2015-10-01 17:17:26,2015-10-01 17:27:26,4.43,9.24,-4.4,2.859999895095825,12.989999771118164,25.09000015258789,5.4,bisection,False,False,True,3.758,44.167,0.944,15.705,-3.0199999809265137,-2.700000047683716,-8.770000457763672,6.224,197.142,2.69,2015-10-01 17:21:04.220000+00:00,3,4.447,9.235,-4.411,10.234,44.167,532,592,452,512,17.294,7.888,-13.954,41.336,8.341,-13.97,39.985,4.633,-17.426,23.384,4.633,-17.426,23.384,0.944,1.082,15.705,16.653,50.529,-83.357,-80.528,42.653,-83.012,-48.587,3.72,-189.227,-260.825,9.007,-186.259,-259.391,5209253.0,452352.375,4866974.0,458567.438,5598404.0,453455.656,5341527.5,499337.375,0.366,
3,2015-10-01 17:38:14,2015-10-01 17:48:14,4.18,9.23,-4.25,6.150000095367432,14.279999732971191,20.6299991607666,3.25,shear,False,False,True,4.21,124.392,1.442,25.291,-1.0099999904632568,-0.25999999046325684,-10.789999961853027,6.017,181.38,3.19,2015-10-01 17:42:34.088000+00:00,3,4.187,9.229,-4.252,10.162,124.392,258,312,332,392,124.04,2.787,-5.007,34.095,1.281,-5.013,32.987,-17.083,23.579,-14.079,-17.083,23.579,-14.079,1.442,1.519,25.291,25.632,54.363,-150.631,-87.094,88.784,-173.63,-108.602,-3.966,-249.402,-19.148,-7.466,-247.471,-42.742,5232826.0,425527.938,5133444.0,414558.75,6440334.5,334725.188,6180137.5,356473.812,0.363,
3,2015-10-01 17:38:14,2015-10-01 17:48:14,4.18,9.23,-4.25,6.150000095367432,14.279999732971191,20.6299991607666,5.25,rx_en,False,False,True,4.21,124.392,1.442,25.291,-1.0099999904632568,-0.25999999046325684,-10.789999961853027,6.017,181.38,3.19,2015-10-01 17:42:34.088000+00:00,3,4.187,9.229,-4.252,10.162,124.392,258,312,332,392,124.04,2.787,-5.007,34.095,1.281,-5.013,32.987,-17.083,23.579,-14.079,-17.083,23.579,-14.079,1.442,1.519,25.291,25.632,54.363,-150.631,-87.094,88.784,-173.63,-108.602,-3.966,-249.402,-19.148,-7.466,-247.471,-42.742,5232826.0,425527.938,5133444.0,414558.75,6440334.5,334725.188,6180137.5,356473.812,0.363,
3,2015-10-01 17:38:14,2015-10-01 17:48:14,4.18,9.23,-4.25,6.150000095367432,14.279999732971191,20.6299991607666,5.796,va_cs,False,False,True,4.21,124.392,1.442,25.291,-1.0099999904632568,-0.25999999046325684,-10.789999961853027,6.017,181.38,3.19,2015-10-01 17:42:34.088000+00:00,3,4.187,9.229,-4.252,10.162,124.392,258,312,332,392,124.04,2.787,-5.007,34.095,1.281,-5.013,32.987,-17.083,23.579,-14.079,-17.083,23.579,-14.079,1.442,1.519,25.291,25.632,54.363,-150.631,-87.094,88.784,-173.63,-108.602,-3.966,-249.402,-19.148,-7.466,-247.471,-42.742,5232826.0,425527.938,5133444.0,414558.75,6440334.5,334725.188,6180137.5,356473.812,0.363,
